Count,Dataset,Session,Movie,Location,Coordinate_y,Coordinate_x,GT_u,GT_v,Resp_u_mean,Resp_v_mean,Resp_u_std,Resp_v_std
,5,12,2,5,157,345,-4.19833573,-0.951387908,-7.501973366,-1.085420078,5.136460622,1.825614897
,5,12,2,6,203,387,-2.175468176,-1.702179741,-2.458494244,-1.231149594,3.757265407,1.583626059
,5,12,2,7,147,413,-7.870055267,-2.799499214,-6.500089809,-2.149162163,4.712634689,1.048173731
,5,12,2,8,180,417,1.280808263,1.444479548,-6.69274468,-0.795549423,5.19901679,2.889421434
,5,12,2,9,113,434,-8.583305309,-3.158939636,-7.306025216,-1.931117255,4.059009079,0.995349967
,5,12,2,10,150,637,-1.584776542,-0.477117494,0.002914481,0.415971306,6.027194607,1.877387858
,6,1,1,1,397,195,-16.23152,-5.321365,-4.080852772,-4.046961465,7.911163627,5.077908009
,6,1,1,2,164,308,-3.510834,11.07608,-0.725719208,5.961378958,8.042400151,5.936824458
,6,1,1,3,166,342,2.071747,16.7146,1.769829024,8.294577608,7.914982354,7.609040706
,6,1,1,4,114,395,-12.9046,-1.12738,1.856681772,10.30520574,3.733215799,6.605213496
,6,1,1,5,431,448,4.454926,-3.103386,6.283293278,-1.816395817,6.697002659,4.435210671
,6,1,1,6,293,463,0.6282654,-12.96115,5.758701643,6.856098563,5.203911519,7.20510791
,6,1,1,7,115,468,-13.47522,-11.39774,2.490509962,9.767850238,4.380114156,7.786260061
,6,1,1,8,454,538,6.679871,-2.157738,6.255698742,-0.293922853,7.259974358,5.739858504
,6,1,1,9,161,546,-13.4718,-10.47403,2.66283965,8.757706338,4.85895696,6.755538372
,6,1,1,10,143,620,-19.62476,1.982086,-5.286210982,-0.334914829,8.972137575,6.293771146
,6,1,2,1,174,175,6.032928,-0.6081848,-4.412391262,1.370480507,9.174545881,4.040744575
,6,1,2,2,337,245,14.90518,-3.763382,1.693695731,-2.187461437,10.43290411,5.026122379
,6,1,2,3,104,252,-4.749496,0.1098938,-3.475715846,1.003964404,7.667141232,5.835256458
,6,1,2,4,239,293,-9.714386,-1.320709,-6.336290282,1.547130256,8.255466498,3.75178181
,6,1,2,5,396,318,-6.554596,-3.433243,1.518575282,-2.225219411,6.020610399,3.534221159
,6,1,2,6,316,326,1.579193,-2.431961,-4.158896541,-0.663661731,7.408670731,3.8831132
,6,1,2,7,125,420,2.300446,6.659241,2.211466575,0.418795072,4.643528926,7.912055182
,6,1,2,8,219,467,-2.250946,18.94702,1.790010133,-1.245736561,2.393131368,7.473985167
,6,1,2,9,316,472,-10.07596,-1.589462,4.955796624,0.257720251,5.941414438,3.358884284
,6,1,2,10,255,519,-6.825623,-7.024323,1.699557952,1.377335092,7.187707117,5.263387302
,6,2,1,1,275,88,10.08737,11.13852,5.780352592,0.659081188,6.025533489,9.999097198
,6,2,1,2,332,150,4.901443,-1.177689,5.807320431,0.843630225,4.715519708,4.064908061
,6,2,1,3,429,260,7.520569,-0.1936264,8.954057889,0.551596149,2.802399668,3.097053909
,6,2,1,4,364,332,-0.6471863,-10.22469,9.527162496,0.951689404,3.868277447,2.034543824
,6,2,1,5,86,356,-2.027344,17.10556,-2.973543996,3.302720315,9.38869563,7.358810787
,6,2,1,6,246,375,13.01581,1.989227,5.037217559,1.482971128,7.817683551,6.146060957
,6,2,1,7,134,411,-5.663818,6.271576,-1.423639155,8.035977735,6.668878692,4.897941094
,6,2,1,8,177,464,-5.866394,-8.365509,3.115250969,7.40256865,5.243019581,6.014955103
,6,2,1,9,106,504,0.06365967,-12.64374,-3.861495204,9.880119348,3.325480384,5.820765438
,6,2,1,10,196,552,-7.987244,-5.534058,-2.583389964,9.130348287,5.658542176,5.452859498
,6,2,2,1,302,251,7.356308,-7.86319,-7.010847275,-0.877096527,8.728667891,2.267473144
,6,2,2,2,146,437,-6.833405,8.530304,-5.896564309,-0.534132384,9.69669353,1.953241162
,6,2,2,3,408,451,-0.8407898,-2.85228,0.395847316,-1.935477331,6.860776037,4.82847616
,6,2,2,4,392,599,-6.3927,-1.033081,-3.270719213,-0.464770796,13.69962511,1.450023028
,6,2,2,5,297,653,6.767517,11.58543,-0.83323664,-0.903522439,2.639649114,10.42606439
,6,2,2,6,350,717,-1.357178,-10.28778,-6.73709515,-1.314353964,10.27694421,4.929998013
,6,2,2,7,424,723,3.200378,7.71563,-0.279626835,-7.150749368,1.781234494,8.975167372
,6,2,2,8,157,726,8.079529,7.050079,-2.08552128,0.709687359,2.863722341,12.01170974
,6,2,2,9,111,869,-7.488098,3.975952,-8.280931239,-1.395124649,5.96113959,5.189004349
,6,2,2,10,315,873,9.711487,-15.47057,-9.15535669,-1.088831664,7.931745016,2.71920588
,6,3,1,1,306,265,-6.829712,6.528381,-4.110717288,-1.071249551,6.866168209,3.243652676
,6,3,1,2,276,383,-9.036621,15.24063,-4.666430435,-0.205921448,7.200130892,3.724826351
,6,3,1,3,415,432,3.271423,9.624939,-4.386713475,-0.773712186,3.867795864,3.292104722
,6,3,1,4,150,438,-2.562347,-16.48819,-6.893144909,-1.90295052,6.649936888,2.075384966
,6,3,1,5,117,512,-10.15256,-8.96344,-7.240861821,-2.044176122,6.636827336,2.879137011
,6,3,1,6,306,549,5.677246,-4.930359,-5.070545949,-3.611876353,8.025235132,3.001439016
,6,3,1,7,448,714,9.547546,9.787216,-1.079350464,-9.237053058,3.611172735,2.120047693
,6,3,1,8,140,809,-5.371948,9.978729,-5.222524771,-6.265047065,7.08579389,4.771999313
,6,3,1,9,452,815,2.494568,-9.684883,0.736033535,-4.081058847,3.470924544,6.581489434
,6,3,1,10,189,880,-11.97766,-5.32486,-5.363787203,-1.163971485,7.892825032,4.102224252
,6,3,2,1,292,237,1.429626,-7.690506,-2.911957208,-0.397290055,5.120390637,3.74498134
,6,3,2,2,235,258,-7.686478,-4.844086,-2.323989584,3.786340907,4.280304318,4.215652131
,6,3,2,3,216,289,-10.67542,-0.03894043,-0.873704767,3.528077758,4.371488429,4.690092757
,6,3,2,4,216,369,-11.31348,8.736328,0.676217033,4.303214574,4.656947248,4.325438258
,6,3,2,5,169,461,-1.833099,16.93256,3.685502554,1.554466312,5.840167894,5.617972637
,6,3,2,6,108,582,2.208923,14.71933,4.260634055,5.038687564,5.166743623,5.266461872
,6,3,2,7,449,654,9.482544,-3.836411,1.918528112,0.937119764,3.493411793,10.1866176
,6,3,2,8,242,801,1.625061,13.02972,4.247050546,4.618859788,2.397841422,7.627722238
,6,3,2,9,317,838,-1.105042,-5.033493,4.567441019,2.954560975,3.227783108,6.591916333
,6,3,2,10,125,891,-1.37677,-12.05765,5.23796845,1.838316039,4.963126166,7.74134735
,6,4,1,1,226,269,0.6403503,5.50592,-13.31186779,2.680192719,4.772194757,3.154847164
,6,4,1,2,154,274,12.19934,9.081238,10.80128531,3.055330424,6.321830778,4.840642343
,6,4,1,3,265,281,-16.33432,-0.5582886,-15.55640388,4.330038839,3.048332266,2.265424724
,6,4,1,4,201,282,2.710571,5.610596,-2.335660222,0.27426937,11.35823438,3.766246116
,6,4,1,5,266,318,-15.7363,-5.312103,-14.02632623,3.736269186,8.199693127,2.134352427
,6,4,1,6,115,335,17.03592,-5.166901,9.789581447,-4.046689586,5.728657482,3.005352055
,6,4,1,7,230,335,-9.80899,-0.9835205,-6.050416735,-2.120852216,10.61679816,5.214346908
,6,4,1,8,147,342,12.51166,3.410309,10.17553073,-5.184947369,7.01585762,3.29619234
,6,4,1,9,212,351,-5.99234,-5.216003,-0.194593637,-4.84443379,11.58215797,5.51109365
,6,4,1,10,172,354,4.452118,-6.555389,9.857035699,-4.309934629,6.468064455,2.044964605
,6,4,2,1,219,86,8.439682,14.48553,5.162363937,5.701197399,6.794226928,9.641785181
,6,4,2,2,272,98,1.54763,10.1994,2.293717506,6.421971142,8.493333991,8.479071797
,6,4,2,3,391,106,-8.907692,4.821442,-7.720092349,0.172772377,8.158765827,6.349268487
,6,4,2,4,150,112,11.76138,13.09561,4.909938355,5.510268705,7.286634815,10.50341312
,6,4,2,5,428,186,-12.68005,-2.125397,-9.630157876,-4.764555434,4.944514336,4.361076383
,6,4,2,6,422,308,-11.71518,-8.704849,-9.640765295,-8.720782833,4.304491803,4.306547412
,6,4,2,7,225,336,6.78717,1.730408,3.82187328,-5.057454342,4.579422258,9.410358497
,6,4,2,8,370,399,-6.64624,-10.4402,-7.153182612,-8.46593663,4.589818596,5.57670991
,6,4,2,9,124,518,7.948059,-15.89352,-0.332163975,-13.52483413,6.84650577,7.002683085
,6,4,2,10,274,522,0.3554688,-13.8028,-3.741092017,-8.195284484,4.064992115,7.911104487
,6,5,1,1,206,199,-7.734329,5.912079,12.42354099,-7.337699997,3.805470224,2.335316638
,6,5,1,2,205,219,-11.01286,-3.878052,13.10095196,-8.235708599,3.303552751,3.356456926
,6,5,1,3,236,230,-16.34047,-2.503998,12.46561528,-7.691953889,3.515645552,2.606883949
,6,5,1,4,206,261,2.326599,-9.801392,11.37087611,-7.147793868,4.058268882,2.635934865
,6,5,1,5,205,283,3.640686,-7.516357,5.506592686,-2.78461801,3.439826804,2.139718162
,6,5,1,6,121,327,-4.255463,-4.124664,4.874570417,-2.139089914,4.97190054,1.425253305
,6,5,1,7,148,352,1.678955,1.449402,8.559089424,-3.244540326,3.770137678,3.642934936
,6,5,1,8,104,357,-7.421021,0.1777649,4.839435604,0.104789512,3.367191699,3.343105802
,6,5,1,9,176,373,5.443237,4.869995,9.039424328,-3.683790997,3.852648775,2.568414182
,6,5,1,10,128,393,-3.868561,6.235748,7.364517739,-1.210819961,1.687633518,3.226716695
,6,5,2,1,116,186,-11.95369,-7.519318,-8.063090982,-4.734589276,2.226517747,1.481052892
,6,5,2,2,121,305,-11.99017,-9.948883,-8.430878147,-4.150126496,2.833518517,1.59140728
,6,5,2,3,373,397,-3.502899,-6.871124,4.525583091,-6.203232815,4.272331238,4.68911647
,6,5,2,4,250,438,-5.501709,-4.684875,-1.949803957,-3.73826779,6.325035224,3.135127761
,6,5,2,5,197,581,-7.660767,-4.030334,-5.676694542,-3.107520919,2.055921802,4.311068927
,6,5,2,6,429,596,10.46515,-3.018005,7.401779264,-3.664325943,1.482378738,3.870215821
,6,5,2,7,210,639,-10.47742,9.718964,-2.446286485,2.734888148,2.231738396,8.221563949
,6,5,2,8,264,752,7.553345,3.796021,8.458821022,2.714011089,3.178229534,2.324991127
,6,5,2,9,429,779,10.42157,-0.764801,7.983257702,0.065778017,2.408656876,2.681001808
,6,5,2,10,132,875,10.67474,10.69571,6.311722428,4.27023031,5.655598968,4.08606675
,6,6,1,1,207,245,4.298767,-8.608215,13.17543551,-4.330870539,5.486767422,6.009791469
,6,6,1,2,219,246,0.2823639,-9.634979,13.75789083,-2.390485025,5.735214752,5.286516542
,6,6,1,3,113,276,-10.43854,-8.987213,-6.758876064,1.763258615,11.04621893,7.43014784
,6,6,1,4,258,291,5.929871,-0.3844604,14.33499141,0.86741598,7.495042245,5.474829342
,6,6,1,5,100,300,-15.57983,-3.604309,-12.10098531,6.070311837,6.46982006,4.845768356
,6,6,1,6,233,310,9.341431,-0.5888367,10.92228414,0.139660002,8.56314542,6.289542015
,6,6,1,7,155,328,-0.6721191,7.90094,-9.424846854,7.619870367,6.08538287,4.977226739
,6,6,1,8,134,341,-7.322113,8.77533,-10.41155584,9.024295801,3.306382449,3.277819183
,6,6,1,9,109,343,-14.91522,7.736084,-9.0052943,3.301958397,8.872231305,8.231632813
,6,6,1,10,222,343,9.354309,-1.796692,6.51480217,1.617078548,9.696227194,7.03922749
,6,6,2,1,174,187,-3.441589,-0.3275757,-4.284215198,0.727719252,3.181749759,3.111425072
,6,6,2,2,128,285,-6.145142,10.76514,-1.528179192,6.089111606,2.711385804,9.711925269
,6,6,2,3,378,407,-9.150696,-13.07773,-6.163432527,-10.5528201,2.70689539,2.332309193
,6,6,2,4,400,498,-0.8009949,-15.37479,-4.348915074,-8.248700773,3.263193847,7.427735457
,6,6,2,5,419,634,7.838745,-15.31728,0.193405901,-11.50669754,2.912083157,5.403201457
,6,6,2,6,286,635,7.767273,-9.737274,0.824468507,-6.40487006,5.184708294,8.284761515
,6,6,2,7,96,639,-7.367126,18.19949,-1.033837761,4.517089686,1.927540018,8.576200553
,6,6,2,8,168,679,10.76886,-5.906708,3.161896331,-10.84372852,4.979113412,2.261990481
,6,6,2,9,310,736,13.64233,-12.62811,2.079138497,-10.12412474,4.705375891,7.130251203
,6,6,2,10,122,786,18.24658,-4.897186,4.493901306,-9.059204156,3.763826403,6.801057852
,6,7,1,1,167,196,-11.27452,0.5657654,-4.445994021,-3.343216703,12.98998053,6.388644946
,6,7,1,2,277,236,-13.26622,-10.25638,-10.32959168,-0.987070307,5.600472937,7.792927921
,6,7,1,3,444,245,14.59392,5.862343,1.56163315,2.623023625,6.160036068,8.723743344
,6,7,1,4,473,310,-5.161774,6.592133,-0.417584317,2.997979885,7.174945092,9.460072048
,6,7,1,5,366,512,14.47977,0.9066925,3.148184109,1.43627687,8.629229358,4.497921829
,6,7,1,6,116,536,7.587463,17.09332,-7.574372594,10.03873201,2.799993095,4.64815858
,6,7,1,7,198,615,-9.058899,0.7657166,-9.978375038,3.365191843,3.253701898,2.621803188
,6,7,1,8,321,714,9.10199,-2.294434,-11.42361866,-5.345829623,6.034921419,3.230962094
,6,7,1,9,426,732,14.66663,-1.716896,-1.943150132,-0.342226768,8.846304841,4.813398851
,6,7,1,10,488,869,-3.62384,-3.98278,-9.676728463,0.169076276,7.753048738,2.11108484
,6,7,2,1,291,175,-18.27,2.614777,-7.465232673,3.306198514,3.521217952,4.181958642
,6,7,2,2,98,287,-2.691956,-1.956055,-6.518694008,-0.970545474,5.043933904,3.683707111
,6,7,2,3,154,364,13.4747,-2.597626,2.660215187,0.463415397,5.963455209,2.954800753
,6,7,2,4,124,468,5.182526,-2.343445,7.444423364,-2.520884357,3.112298016,0.969321189
,6,7,2,5,404,533,-15.88464,-0.2265625,-8.516917381,0.505272162,3.214150381,2.307090912
,6,7,2,6,118,587,6.526001,7.499939,6.107147107,-2.761359986,3.814971398,4.736183913
,6,7,2,7,209,763,5.779785,13.81085,0.559661712,-2.929527959,4.809015237,6.097102203
,6,7,2,8,269,817,15.16058,-3.603027,2.649495995,-2.189239062,9.332567529,2.160733695
,6,7,2,9,98,837,3.935486,-1.69516,3.523252908,3.44238542,2.805001899,4.389362082
,6,7,2,10,349,842,-2.37207,-2.646225,-4.696120075,-1.88818588,5.573399596,2.537358256
,6,8,1,1,363,81,-11.39724,3.113815,7.031562776,-0.072415452,11.06194524,3.703898227
,6,8,1,2,310,99,13.52851,4.992218,6.739129667,1.75295536,8.433393771,6.040093094
,6,8,1,3,300,188,-17.50935,-3.709076,2.163761142,-0.705313198,10.03561167,4.451408379
,6,8,1,4,79,203,-13.66077,0.4231567,-1.857812332,1.791712394,9.860018951,4.742804023
,6,8,1,5,296,261,-18.25058,-2.814392,7.211232197,0.2395832,9.482489996,2.587201218
,6,8,1,6,273,366,14.44839,1.424225,3.710934198,0.983749939,12.09497509,2.912660735
,6,8,1,7,138,388,-5.505707,0.7296753,3.044078623,0.872529656,9.999000276,2.118795828
,6,8,1,8,155,423,-10.55002,12.61438,6.339449068,0.673417319,9.072317509,2.790068991
,6,8,1,9,236,796,16.5022,-5.053162,5.724105365,-3.883280292,7.143771508,6.033734212
,6,8,1,10,276,825,-12.29266,-11.40138,-2.682659649,2.718854608,6.34238454,9.318228671
,6,8,2,1,115,265,-18.66325,2.918365,-6.132648655,2.001411925,5.38729086,1.681493887
,6,8,2,2,362,303,-14.61917,-1.085678,-9.818734342,0.80176866,2.84266664,1.439188793
,6,8,2,3,108,378,15.25711,-2.826508,0.03706875,0.965475332,9.027424177,3.165735582
,6,8,2,4,89,587,1.932312,0.5596924,-0.778189516,0.962162108,5.311731261,2.498790327
,6,8,2,5,408,618,-6.323486,-3.773895,-8.237890235,0.510730036,6.031152187,2.701746918
,6,8,2,6,252,682,4.899231,-2.1073,1.928297651,-0.367591038,5.195343445,3.203399176
,6,8,2,7,383,772,-14.67761,-3.165787,-8.915430916,-0.112788893,2.732408277,2.167839139
,6,8,2,8,199,784,12.27307,-2.240356,0.417857847,-0.28298769,7.91215937,3.118692525
,6,8,2,9,75,821,-7.043823,4.683868,-4.49970092,1.969429315,8.024902965,2.326754676
,6,8,2,10,456,872,-12.93713,-6.079826,-8.635546391,-2.448451129,2.931395757,2.160143203
,6,9,1,1,309,94,-13.88597,0.06150818,-8.440633727,-1.92268371,3.348017104,1.924901695
,6,9,1,2,204,186,-19.29866,1.830994,-6.706320354,0.726271091,2.906858662,2.289758007
,6,9,1,3,444,380,-7.030396,-3.509735,-4.753555703,-3.378666919,2.043484495,3.356449357
,6,9,1,4,209,484,2.720825,8.567108,-0.437742094,3.374974006,2.897846783,2.7692134
,6,9,1,5,380,502,-7.089905,-1.767517,-2.787298029,-1.247663701,3.587321891,3.219493733
,6,9,1,6,301,524,-3.51709,-2.691116,-2.615514764,0.236088858,3.915337966,3.048318326
,6,9,1,7,88,673,4.644714,10.48007,-2.844548917,-3.171648937,4.635860661,6.38738202
,6,9,1,8,107,798,-0.5453491,-4.355255,-3.404386168,-5.054110011,4.494847258,6.923273605
,6,9,1,9,154,829,5.75415,8.663696,-3.381909597,-4.842386489,4.833118438,7.381032057
,6,9,1,10,322,834,-0.5623779,-3.947205,-0.513582762,-1.384762174,4.266132753,3.465859714
,6,9,2,1,233,117,-8.854843,11.4801,-2.641873477,1.800680359,5.828211581,11.31703086
,6,9,2,2,101,182,4.682266,11.05005,1.924044606,4.013039356,1.956535503,3.319358609
,6,9,2,3,215,246,0.2628326,-6.129089,-1.645013199,-0.308011826,4.6728367,10.186188
,6,9,2,4,440,330,-3.435791,-6.975121,-1.295203389,-3.572099393,6.320411559,9.540309434
,6,9,2,5,181,366,0.1415405,-14.03394,-2.300527422,2.479126546,1.781369174,9.577166619
,6,9,2,6,153,416,-10.03586,6.922638,-2.110331502,-1.743469033,2.750097414,10.02245117
,6,9,2,7,291,532,-2.170837,-17.57576,-2.136031999,-2.566569607,3.871757039,10.52088193
,6,9,2,8,445,629,-5.405334,-18.22035,-2.284261791,-4.566154225,4.300540437,9.380502967
,6,9,2,9,114,632,-9.067017,5.683105,-2.849390363,1.131957478,3.521046422,10.60216654
,6,9,2,10,109,861,5.566284,10.03668,5.433728507,5.039040522,1.687691579,2.028060963
,6,10,1,1,379,108,2.514465,-14.74222,3.238065285,-1.40564242,9.527045765,4.535726728
,6,10,1,2,186,170,17.92548,6.746124,-0.414563424,1.349838636,7.230576988,9.018258022
,6,10,1,3,430,192,-8.431778,-16.88016,3.50342912,-1.068014762,9.043571248,5.877443395
,6,10,1,4,425,383,0.7724915,-16.17461,-0.834435454,0.156925878,8.424796217,6.107740182
,6,10,1,5,336,473,10.09793,8.713409,1.593441503,3.810672978,3.621350808,7.060315436
,6,10,1,6,380,482,9.823425,10.01598,1.143237789,5.493461706,6.191842349,4.728484627
,6,10,1,7,114,641,13.75494,3.598663,1.848909376,2.448662384,7.779216887,7.567057455
,6,10,1,8,455,706,4.259338,10.773,2.136570261,6.718113652,5.56097228,4.937592046
,6,10,1,9,143,816,5.295166,4.758209,2.936139657,6.012092858,5.715424356,4.462899427
,6,10,1,10,464,874,-2.513367,6.315826,2.00202609,5.692829106,5.973838861,5.569009574
,6,10,2,1,110,96,0.5729599,-4.150452,-1.502288262,1.962652957,5.444260632,7.472156173
,6,10,2,2,420,106,13.74477,-3.267754,0.990360568,2.004833376,9.525698656,4.73300819
,6,10,2,3,459,234,10.24773,-1.693085,0.053344198,1.209713883,7.168867285,4.497945547
,6,10,2,4,126,252,3.51767,-8.457123,-0.651656779,1.068358545,4.392034187,7.524986253
,6,10,2,5,86,326,1.24231,-8.125397,0.24477062,0.007354335,3.498584871,8.64611
,6,10,2,6,192,444,-0.5432129,-6.674866,-1.385471212,-0.380005576,1.689134497,7.264123778
,6,10,2,7,79,548,-7.393799,12.66376,0.916748389,-3.816885316,2.197824653,8.955038701
,6,10,2,8,122,834,-9.007874,-7.521271,-0.735201802,0.759110327,8.552475103,7.0951752
,6,10,2,9,264,840,-11.86334,-6.710358,-2.162157851,0.658663319,10.32948155,3.858379208
,6,10,2,10,443,841,-15.98083,-1.54129,-0.219654183,-0.320088543,10.92246897,2.788979701
,6,11,1,1,89,123,-1.692856,-9.950714,-7.014048584,0.414304585,6.80634697,2.637183656
,6,11,1,2,81,174,-12.20027,-9.144379,-7.529439149,-0.126692858,7.27754386,2.261565635
,6,11,1,3,129,195,17.92432,-1.887756,-1.189212176,1.271850338,9.040712486,3.466173901
,6,11,1,4,82,271,-12.71155,-4.075592,-7.100391793,0.053063648,6.752310922,1.927246024
,6,11,1,5,402,308,-6.70932,1.473495,-9.688499331,0.151508127,4.773310849,1.690950252
,6,11,1,6,144,343,-6.903473,-4.357544,-6.854217782,-0.189972352,4.546059451,4.408389622
,6,11,1,7,200,611,9.544922,0.943512,7.467858879,2.192293574,5.538128378,1.681514261
,6,11,1,8,93,733,-6.897095,-2.44754,-0.310511525,1.70451226,10.17444228,3.530765806
,6,11,1,9,127,744,9.301575,7.677734,1.512684496,2.006975709,9.156628383,2.356215526
,6,11,1,10,131,875,-11.71045,-2.269348,-7.630106352,0.275873062,7.027889972,2.896679543
,6,11,2,1,391,159,6.033249,1.119339,6.879712724,2.212306018,4.958110576,3.035854422
,6,11,2,2,78,176,7.583572,0.391449,6.743062439,3.165335182,3.625913712,3.886131715
,6,11,2,3,236,250,9.08371,1.597809,-9.001655845,-4.05693276,6.752653226,2.579643154
,6,11,2,4,386,257,-4.42366,-2.159882,-4.566167308,-2.8658061,5.428209737,3.96325461
,6,11,2,5,449,454,-13.47446,0.7532959,-4.023792981,-4.810688592,4.14078699,5.61110045
,6,11,2,6,192,488,13.1127,4.687958,5.83192551,3.806381601,6.675714078,2.918093868
,6,11,2,7,168,657,7.90686,2.507568,7.056630965,2.724205759,4.854348982,2.549605589
,6,11,2,8,101,741,7.527466,6.731171,1.603685133,3.055332452,3.351657178,9.063370181
,6,11,2,9,420,838,-12.50287,-5.915756,-9.00249758,-4.520685809,3.048311223,2.396050117
,6,11,2,10,133,846,0.4702148,18.74744,2.714464547,-2.001650131,2.803902124,9.398935646
,6,12,1,1,186,197,-16.59816,-7.387299,-5.590104203,-2.857721384,6.671163436,5.765111309
,6,12,1,2,300,309,-6.192719,-9.356094,-5.738467126,-6.98645613,3.085071517,2.392541496
,6,12,1,3,101,366,8.257172,1.115417,-1.79105523,-0.508458486,6.062087815,6.083027181
,6,12,1,4,364,509,0.3059387,-8.2612,0.469747117,-6.631041182,2.608770703,5.58343829
,6,12,1,5,391,739,4.396118,-12.26666,1.923047743,-8.242193137,2.551724179,5.384196486
,6,12,1,6,150,750,4.380676,17.61646,2.078662665,-0.245815277,2.232461522,7.408997829
,6,12,1,7,131,826,7.363708,-3.139923,3.341417717,-5.093517141,4.808205474,3.967624459
,6,12,1,8,145,861,10.73108,4.318024,7.269174812,-0.279714091,4.103716871,6.404791279
,6,12,1,9,333,864,9.354248,-6.974075,7.121526541,-5.909646791,3.242043674,1.399466019
,6,12,1,10,232,890,10.40375,-0.4644165,7.170485686,-3.830320632,3.571591434,2.327749582
,6,12,2,1,281,225,-15.98727,6.395416,-3.303462118,0.628996396,10.84320796,4.837172101
,6,12,2,2,143,291,16.84677,-0.2737122,3.884481657,-0.612809431,10.54804308,4.961996447
,6,12,2,3,91,507,-4.734192,6.516449,-2.892820273,2.527971234,7.782489639,5.255078587
,6,12,2,4,180,529,18.15424,-2.586334,1.903273705,0.062201885,10.36391306,4.167449377
,6,12,2,5,97,640,-10.46783,9.082428,-3.662866804,1.738343201,7.853931354,5.661233187
,6,12,2,6,128,683,2.676331,9.016724,-3.178057761,-0.371640757,7.154308023,7.107136177
,6,12,2,7,373,687,-14.05048,-0.08709717,-5.07792263,0.911325196,10.14758573,3.576751073
,6,12,2,8,170,755,-16.51428,9.267853,-3.576198244,1.29827004,8.731170912,6.14195406
,6,12,2,9,393,891,-11.81183,-2.25267,-5.067155091,0.979747059,10.56135372,4.335765041
,6,12,2,10,272,908,15.17224,-4.473419,2.166328499,-2.323659808,10.29184773,4.529478312
,7,1,1,1,329,65,-10.32584858,1.68533802,-7.650691562,-1.633172161,5.978225404,1.624534532
,7,1,1,2,487,69,7.507670879,-4.707900047,-2.665459791,-1.665785607,6.628370445,4.191344566
,7,1,1,3,324,314,-6.220096111,-2.523359299,-5.39830384,0.58135448,5.832825572,1.152255225
,7,1,1,4,421,481,5.417063713,-2.050444126,1.901534095,-1.060156326,4.919790064,1.927193752
,7,1,1,5,309,495,16.84173012,-3.27472496,5.379836894,-0.376346814,9.454490463,1.60631705
,7,1,1,6,309,548,-8.610454559,-1.714486599,-6.817336704,0.960287953,7.000088482,1.526375328
,7,1,1,7,454,551,-2.21225214,3.091431618,-2.750000446,1.032997539,4.855053166,2.870919439
,7,1,1,8,526,552,-2.604715347,1.554800391,-4.125469213,0.918354095,3.865150723,1.733612112
,7,1,1,9,424,559,-13.87193871,2.033481121,-8.477611693,1.964675317,6.335540593,2.209953954
,7,1,1,10,308,572,-6.168654442,-4.349959373,-6.162409281,-1.186496898,6.526345596,3.73074391
,7,1,2,1,297,211,-3.003850222,5.403832912,-6.13616318,7.085700478,3.109593399,4.882908478
,7,1,2,2,325,269,-3.296623945,-2.669610023,0.735199676,0.597445208,7.782566881,5.502907251
,7,1,2,3,490,286,-1.859196901,2.476205349,2.05979417,-0.352962671,6.496933629,4.031597859
,7,1,2,4,319,302,-4.366296768,-3.733813047,0.816902697,2.758897134,6.604753733,8.40502358
,7,1,2,5,450,304,-3.2744174,-0.486178517,2.532163832,-0.944508369,7.641626507,5.553540813
,7,1,2,6,299,367,0.995579481,3.648112059,2.613894521,1.717064547,6.971987333,4.900862581
,7,1,2,7,278,412,15.13348484,2.90857935,10.67533396,1.799712702,4.966011218,1.629631372
,7,1,2,8,484,440,10.91799164,2.513940573,10.53938764,2.767463418,4.48948563,2.337011821
,7,1,2,9,440,484,17.80532455,-1.93609488,11.50272217,1.261994349,4.503887255,1.802701055
,7,1,2,10,531,541,9.476158142,-7.779945374,10.57992149,2.080637998,5.102469195,2.192030498
,7,2,1,1,399,168,-2.33445549,0.285086274,-9.124845981,-1.913940576,2.476086346,3.816620771
,7,2,1,2,520,194,-7.180162907,6.241897583,-7.448541834,-1.98004905,3.533542775,2.952403422
,7,2,1,3,426,245,6.123617172,3.878942251,0.420418131,-0.204332992,7.206270696,4.176198109
,7,2,1,4,435,330,-3.682755709,0.545316935,2.988901348,1.324530879,6.244787008,5.543615734
,7,2,1,5,449,369,5.156989098,1.62683928,5.831618339,3.37019628,3.311362628,7.869891845
,7,2,1,6,418,388,0.982410669,13.32297134,4.364638923,8.082519129,4.130067425,3.44531962
,7,2,1,7,464,414,-12.54683495,8.943142891,2.118666639,5.350545389,4.577120593,6.080237632
,7,2,1,8,395,449,-1.347810984,5.602134228,-3.251449055,9.47637786,1.502175996,3.609548837
,7,2,1,9,431,492,-0.03416276,-11.49314308,-4.745450905,-0.27540958,4.928021553,5.385203468
,7,2,1,10,403,538,-4.840671539,-3.822823524,-6.951758852,-3.189888092,4.972046626,2.063950282
,7,2,2,1,474,172,-10.60322285,-15.67800903,-11.42419126,-6.108083181,6.896130606,5.067125544
,7,2,2,2,522,196,-3.434134722,-9.166401863,-9.23863605,-6.319146394,8.591873365,5.430350168
,7,2,2,3,427,238,-6.43128109,4.191688538,-6.195409071,-2.218434447,5.49218737,3.571078586
,7,2,2,4,316,243,-5.641873837,1.060966253,-6.702402292,1.206839264,4.267989138,4.413639083
